Year,Region,Round,TeamA,TeamA_ID,SeedA,ScoreA,TeamB,TeamB_ID,SeedB,ScoreB,Winner,TeamA_Won,SeedDiff,IsUpset,MarginOfVictory,TotalPoints,Location
2024,East,R32,San Diego State,271,5,85,Yale,380,13,57,San Diego State,1,8,0,28,142,"Spokane, WA"
2024,East,R32,Duquesne,77,11,63,Illinois,125,3,89,Illinois,0,-8,0,26,152,"Omaha, NE"
2024,East,R32,Washington State,361,7,56,Iowa State,133,2,67,Iowa State,0,-5,0,11,123,"Omaha, NE"
2024,East,S16,UConn,62,1,82,San Diego State,271,5,52,UConn,1,4,0,30,134,"Boston, MA"
2024,East,S16,Illinois,125,3,72,Iowa State,133,2,69,Illinois,1,-1,1,3,141,"Boston, MA"
2024,East,E8,UConn,62,1,77,Illinois,125,3,52,UConn,1,2,0,25,129,"Boston, MA"
2024,Midwest,R64,Purdue,248,1,78,Grambling,109,16,50,Purdue,1,15,0,28,128,"Indianapolis, IN"
2024,Midwest,R64,Utah State,347,8,88,TCU,304,9,72,Utah State,1,1,0,16,160,"Indianapolis, IN"
2024,Midwest,R64,Gonzaga,108,5,86,McNeese State,171,12,65,Gonzaga,1,7,0,21,151,"Salt Lake City, UT"
2024,Midwest,R64,Kansas,138,4,93,Samford,269,13,89,Kansas,1,9,0,4,182,"Salt Lake City, UT"
2024,Midwest,R64,South Carolina,280,6,73,Oregon,234,11,87,Oregon,0,5,1,14,160,"Pittsburgh, PA"
2024,Midwest,R64,Creighton,65,3,77,Akron,3,14,60,Creighton,1,11,0,17,137,"Pittsburgh, PA"
2024,Midwest,R64,Texas,312,7,56,Colorado State,60,10,44,Texas,1,3,0,12,100,"Charlotte, NC"
2024,Midwest,R64,Tennessee,308,2,83,St. Peter's,267,15,49,Tennessee,1,13,0,34,132,"Charlotte, NC"
2024,Midwest,R32,Purdue,248,1,106,Utah State,347,8,67,Purdue,1,7,0,39,173,"Indianapolis, IN"
2024,Midwest,R32,Gonzaga,108,5,89,Kansas,138,4,68,Gonzaga,1,-1,1,21,157,"Salt Lake City, UT"
2024,Midwest,R32,Oregon,234,11,73,Creighton,65,3,86,Creighton,0,-8,0,13,159,"Pittsburgh, PA"
2024,Midwest,R32,Texas,312,7,58,Tennessee,308,2,62,Tennessee,0,-5,0,4,120,"Charlotte, NC"
2024,Midwest,S16,Purdue,248,1,80,Gonzaga,108,5,68,Purdue,1,4,0,12,148,"Detroit, MI"
2024,Midwest,S16,Creighton,65,3,75,Tennessee,308,2,82,Tennessee,0,-1,0,7,157,"Detroit, MI"
2024,Midwest,E8,Purdue,248,1,72,Tennessee,308,2,66,Purdue,1,1,0,6,138,"Detroit, MI"
2024,South,R64,Houston,119,1,86,Longwood,155,16,46,Houston,1,15,0,40,132,"Memphis, TN"
2024,South,R64,Nebraska,199,8,83,Texas A&M,313,9,98,Texas A&M,0,1,1,15,181,"Memphis, TN"
2024,South,R64,Wisconsin,374,5,61,James Madison,137,12,72,James Madison,0,7,1,11,133,"Brooklyn, NY"
2024,South,R64,Duke,76,4,64,Vermont,354,13,47,Duke,1,9,0,17,111,"Brooklyn, NY"
2024,South,R64,Texas Tech,317,6,67,NC State,196,11,80,NC State,0,5,1,13,147,"Pittsburgh, PA"
2024,South,R64,Kentucky,142,3,76,Oakland,227,14,80,Oakland,0,11,1,4,156,"Pittsburgh, PA"
2024,South,R64,Florida,91,7,100,Colorado,59,10,102,Colorado,0,3,1,2,202,"Indianapolis, IN"
2024,South,R64,Marquette,166,2,87,Western Kentucky,368,15,69,Marquette,1,13,0,18,156,"Indianapolis, IN"
2024,South,R32,Houston,119,1,100,Texas A&M,313,9,95,Houston,1,8,0,5,195,"Memphis, TN"
2024,South,R32,James Madison,137,12,55,Duke,76,4,93,Duke,0,-8,0,38,148,"Brooklyn, NY"
2024,South,R32,NC State,196,11,79,Oakland,227,14,73,NC State,1,3,0,6,152,"Pittsburgh, PA"
2024,South,R32,Colorado,59,10,77,Marquette,166,2,81,Marquette,0,-8,0,4,158,"Indianapolis, IN"
2024,South,S16,Houston,119,1,51,Duke,76,4,54,Duke,0,3,1,3,105,"Dallas, TX"
2024,South,S16,NC State,196,11,67,Marquette,166,2,58,NC State,1,-9,1,9,125,"Dallas, TX"
2024,South,E8,Duke,76,4,64,NC State,196,11,76,NC State,0,7,1,12,140,"Dallas, TX"
2024,West,R64,UNC,211,1,90,Wagner,358,16,62,UNC,1,15,0,28,152,"Charlotte, NC"
2024,West,R64,Mississippi State,185,8,51,Michigan State,180,9,69,Michigan State,0,1,1,18,120,"Charlotte, NC"
2024,West,R64,Saint Mary's,266,5,66,Grand Canyon,110,12,75,Grand Canyon,0,7,1,9,141,"Spokane, WA"
2024,West,R64,Alabama,4,4,109,College of Charleston,48,13,96,Alabama,1,9,0,13,205,"Spokane, WA"
2024,West,R64,Clemson,55,6,77,New Mexico,204,11,56,Clemson,1,5,0,21,133,"Memphis, TN"
2024,West,R64,Baylor,21,3,92,Colgate,58,14,67,Baylor,1,11,0,25,159,"Memphis, TN"
2024,West,R64,Dayton,68,7,63,Nevada,201,10,60,Dayton,1,3,0,3,123,"Salt Lake City, UT"
2024,West,R64,Arizona,11,2,85,Long Beach State,154,15,65,Arizona,1,13,0,20,150,"Salt Lake City, UT"
2024,West,R32,UNC,211,1,85,Michigan State,180,9,69,UNC,1,8,0,16,154,"Charlotte, NC"
2024,West,R32,Grand Canyon,110,12,61,Alabama,4,4,72,Alabama,0,-8,0,11,133,"Spokane, WA"
2024,West,R32,Clemson,55,6,72,Baylor,21,3,64,Clemson,1,-3,1,8,136,"Memphis, TN"
2024,West,R32,Dayton,68,7,68,Arizona,11,2,78,Arizona,0,-5,0,10,146,"Salt Lake City, UT"
2024,West,S16,UNC,211,1,87,Alabama,4,4,89,Alabama,0,3,1,2,176,
2024,West,S16,Clemson,55,6,77,Arizona,11,2,72,Clemson,1,-4,1,5,149,
2024,West,E8,Alabama,4,4,89,Clemson,55,6,82,Alabama,1,2,0,7,171,
2024,National,F4,UConn,62,1,86,Alabama,4,4,72,UConn,1,3,0,14,158,
2024,National,F4,Purdue,248,1,63,NC State,196,11,50,Purdue,1,10,0,13,113,
2024,National,Championship,UConn,62,1,75,Purdue,248,1,60,UConn,1,0,0,15,135,
2025,East,R64,Duke,76,1,93,Mount St. Mary's,194,16,49,Duke,1,15,0,44,142,"Raleigh, NC"
2025,East,R64,Mississippi State,185,8,72,Baylor,21,9,75,Baylor,0,1,1,3,147,"Raleigh, NC"
2025,East,R64,Oregon,234,5,81,Liberty,150,12,52,Oregon,1,7,0,29,133,"Seattle, WA"
2025,East,R64,Arizona,11,4,93,Akron,3,13,65,Arizona,1,9,0,28,158,"Seattle, WA"
2025,East,R64,BYU,19,6,80,VCU,350,11,71,BYU,1,5,0,9,151,"Denver, CO"
2025,East,R64,Wisconsin,374,3,85,Montana,190,14,66,Wisconsin,1,11,0,19,151,"Denver, CO"
2025,East,R64,Saint Mary's,266,7,59,Vanderbilt,353,10,56,Saint Mary's,1,3,0,3,115,"Cleveland, OH"
2025,East,R64,Alabama,4,2,90,Robert Morris,257,15,81,Alabama,1,13,0,9,171,"Cleveland, OH"
2025,East,R32,Duke,76,1,89,Baylor,21,9,66,Duke,1,8,0,23,155,"Raleigh, NC"
2025,East,R32,Oregon,234,5,83,Arizona,11,4,87,Arizona,0,-1,0,4,170,"Seattle, WA"
2025,East,R32,BYU,19,6,91,Wisconsin,374,3,89,BYU,1,-3,1,2,180,"Denver, CO"
2025,East,R32,Saint Mary's,266,7,66,Alabama,4,2,80,Alabama,0,-5,0,14,146,"Cleveland, OH"
2025,East,S16,Duke,76,1,100,Arizona,11,4,93,Duke,1,3,0,7,193,"Newark, NJ"
2025,East,S16,BYU,19,6,88,Alabama,4,2,113,Alabama,0,-4,0,25,201,"Newark, NJ"
2025,East,E8,Duke,76,1,85,Alabama,4,2,65,Duke,1,1,0,20,150,"Newark, NJ"
2025,Midwest,R64,Houston,119,1,78,SIU-Edwardsville,259,16,40,Houston,1,15,0,38,118,"Wichita, KS"
2025,Midwest,R64,Gonzaga,108,8,89,Georgia,104,9,68,Gonzaga,1,1,0,21,157,"Wichita, KS"
2025,Midwest,R64,Clemson,55,5,67,McNeese State,171,12,69,McNeese State,0,7,1,2,136,"Providence, RI"
2025,Midwest,R64,Purdue,248,4,75,High Point,116,13,63,Purdue,1,9,0,12,138,"Providence, RI"
2025,Midwest,R64,Illinois,125,6,86,Xavier,379,11,73,Illinois,1,5,0,13,159,"Milwaukee, WI"
2025,Midwest,R64,Kentucky,142,3,76,Troy,321,14,57,Kentucky,1,11,0,19,133,"Milwaukee, WI"
2025,Midwest,R64,UCLA,331,7,72,Utah State,347,10,47,UCLA,1,3,0,25,119,"Lexington, KY"
2025,Midwest,R64,Tennessee,308,2,77,Wofford,376,15,62,Tennessee,1,13,0,15,139,"Lexington, KY"
2025,Midwest,R32,Houston,119,1,81,Gonzaga,108,8,76,Houston,1,7,0,5,157,"Wichita, KS"
2025,Midwest,R32,McNeese State,171,12,62,Purdue,248,4,76,Purdue,0,-8,0,14,138,"Providence, RI"
2025,Midwest,R32,Illinois,125,6,75,Kentucky,142,3,84,Kentucky,0,-3,0,9,159,"Milwaukee, WI"
2025,Midwest,R32,UCLA,331,7,58,Tennessee,308,2,67,Tennessee,0,-5,0,9,125,"Lexington, KY"
2025,Midwest,S16,Houston,119,1,62,Purdue,248,4,60,Houston,1,3,0,2,122,"Indianapolis, IN"
2025,Midwest,S16,Kentucky,142,3,65,Tennessee,308,2,78,Tennessee,0,-1,0,13,143,"Indianapolis, IN"
2025,Midwest,E8,Houston,119,1,69,Tennessee,308,2,50,Houston,1,1,0,19,119,"Indianapolis, IN"
2025,South,R64,Auburn,17,1,83,Alabama State,6,16,63,Auburn,1,15,0,20,146,"Lexington, KY"
2025,South,R64,Louisville,159,8,75,Creighton,65,9,89,Creighton,0,1,1,14,164,"Lexington, KY"
2025,South,R64,Michigan,179,5,68,UC-San Diego,328,12,65,Michigan,1,7,0,3,133,"Denver, CO"
2025,South,R64,Texas A&M,313,4,80,Yale,380,13,71,Texas A&M,1,9,0,9,151,"Denver, CO"
2025,South,R64,Ole Miss,184,6,71,UNC,211,11,64,Ole Miss,1,5,0,7,135,"Milwaukee, WI"
2025,South,R64,Iowa State,133,3,82,Lipscomb,152,14,55,Iowa State,1,11,0,27,137,"Milwaukee, WI"
2025,South,R64,Marquette,166,7,66,New Mexico,204,10,75,New Mexico,0,3,1,9,141,"Cleveland, OH"
2025,South,R64,Michigan State,180,2,87,Bryant,32,15,62,Michigan State,1,13,0,25,149,"Cleveland, OH"
2025,South,R32,Auburn,17,1,82,Creighton,65,9,70,Auburn,1,8,0,12,152,"Lexington, KY"
2025,South,R32,Michigan,179,5,91,Texas A&M,313,4,79,Michigan,1,-1,1,12,170,"Denver, CO"
2025,South,R32,Ole Miss,184,6,91,Iowa State,133,3,78,Ole Miss,1,-3,1,13,169,"Milwaukee, WI"
2025,South,R32,New Mexico,204,10,63,Michigan State,180,2,71,Michigan State,0,-8,0,8,134,"Cleveland, OH"
2025,South,S16,Auburn,17,1,78,Michigan,179,5,65,Auburn,1,4,0,13,143,"Atlanta, GA"
2025,South,S16,Ole Miss,184,6,70,Michigan State,180,2,73,Michigan State,0,-4,0,3,143,"Atlanta, GA"
2025,South,E8,Auburn,17,1,70,Michigan State,180,2,64,Auburn,1,1,0,6,134,"Atlanta, GA"
2025,West,R64,Florida,91,1,95,Norfolk State,209,16,69,Florida,1,15,0,26,164,"Raleigh, NC"
2025,West,R64,UConn,62,8,67,Oklahoma,230,9,59,UConn,1,1,0,8,126,"Raleigh, NC"
2025,West,R64,Memphis,172,5,70,Colorado State,60,12,78,Colorado State,0,7,1,8,148,"Seattle, WA"
2025,West,R64,Maryland,168,4,81,Grand Canyon,110,13,49,Maryland,1,9,0,32,130,"Seattle, WA"
2025,West,R64,Missouri,187,6,57,Drake,74,11,67,Drake,0,5,1,10,124,"Wichita, KS"
2025,West,R64,Texas Tech,317,3,82,UNC Wilmington,337,14,72,Texas Tech,1,11,0,10,154,"Wichita, KS"
2025,West,R64,Kansas,138,7,72,Arkansas,13,10,79,Arkansas,0,3,1,7,151,"Providence, RI"
2025,West,R64,St. John's (NY),296,2,83,Omaha,200,15,53,St. John's (NY),1,13,0,30,136,"Providence, RI"
2025,West,R32,Florida,91,1,77,UConn,62,8,75,Florida,1,7,0,2,152,"Raleigh, NC"
2025,West,R32,Colorado State,60,12,71,Maryland,168,4,72,Maryland,0,-8,0,1,143,"Seattle, WA"
2025,West,R32,Drake,74,11,64,Texas Tech,317,3,77,Texas Tech,0,-8,0,13,141,"Wichita, KS"
2025,West,R32,Arkansas,13,10,75,St. John's (NY),296,2,66,Arkansas,1,-8,1,9,141,"Providence, RI"
2025,West,S16,Florida,91,1,87,Maryland,168,4,71,Florida,1,3,0,16,158,"San Francisco, CA"
2025,West,S16,Texas Tech,317,3,85,Arkansas,13,10,83,Texas Tech,1,7,0,2,168,"San Francisco, CA"
2025,West,E8,Florida,91,1,84,Texas Tech,317,3,79,Florida,1,2,0,5,163,"San Francisco, CA"
2025,National,F4,Auburn,17,1,73,Florida,91,1,79,Florida,0,0,0,6,152,"San Antonio, TX"
2025,National,F4,Duke,76,1,67,Houston,119,1,70,Houston,0,0,0,3,137,"San Antonio, TX"
2025,National,Championship,Florida,91,1,65,Houston,119,1,63,Florida,1,0,0,2,128,"San Antonio, TX"
