,Team,Elite 8,Seed,Win,AdjOE,AdjDE,AdjOD,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,bluePower,Conf_A10,Conf_ACC,Conf_AE,Conf_ASun,Conf_Amer,Conf_B10,Conf_B12,Conf_BE,Conf_BSky,Conf_BSth,Conf_BW,Conf_CAA,Conf_CUSA,Conf_Horz,Conf_Ivy,Conf_MAAC,Conf_MAC,Conf_MEAC,Conf_MVC,Conf_MWC,Conf_NEC,Conf_OVC,Conf_P12,Conf_Pat,Conf_SB,Conf_SC,Conf_SEC,Conf_SWAC,Conf_Slnd,Conf_Sum,Conf_WAC,Conf_WCC,bluePower_Barthag,bluePower_Seed
6530,San Diego St.,0,2.5649493574615367,3.1354942159291497,4.725616339063959,4.558078578454241,0,0.6283419571938297,3.927896354584436,3.8753590210565547,2.833213344056216,2.9444389791664403,3.517497837358316,3.367295829986474,3.6506582412937387,3.535145354171894,3.9627161197436642,3.8979240810486444,3.475067230228611,3.449987545831587,3.6584202466292277,3.7256934272366524,4.220977213155467,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.3806083913178253,5.635769767837233
6532,Texas Tech,0,2.4849066497880004,3.1780538303479458,4.772378104971998,4.6061696863211745,0,0.6276481983272496,3.9852734671677386,3.914021008090819,2.8622008809294686,2.8903717578961645,3.4404180948154366,3.4436180975461075,3.572345637857985,3.3178157727231046,3.960813169597578,3.92395157629342,3.624340932976365,3.4995332823830174,3.7400477406883357,3.6888794541139363,4.225372824628505,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3790840472854307,5.4598979633004
6534,Clemson,1,2.4849066497880004,3.091042453358316,4.772378104971998,4.607168188650764,0,0.6271142099555072,4.005513348515485,3.906004933102583,2.766319109226186,2.681021528714291,3.3568971227655755,3.265759410767051,3.4531571205928664,3.4719664525503626,4.014579593753238,3.8732821771117156,3.594568774642695,3.5553480614894135,3.7184382563554808,3.728100167267218,4.222444564849416,1.791759469228055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1236378239752505,4.452355019905411
6540,Dayton,0,2.3978952727983707,3.2188758248682006,4.777441406928545,4.622027303054514,0,0.620038708739307,4.053522567701846,3.8897773964808264,2.8213788864092133,2.8154087194227095,3.32862668882732,3.4011973816621555,3.6428355156125294,3.126760535960395,4.001863709427935,3.8958936234982624,3.7184382563554808,3.487375077903208,3.817712325956905,3.7232808808312687,4.189654742026425,2.1972245773362196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3623642897418191,5.268714427270919
6544,TCU,0,2.1972245773362196,3.091042453358316,4.747537427275013,4.594109238628667,0,0.6187468579836951,3.9684033388642534,3.937690752176724,2.9391619220655967,3.0819099697950434,3.597312260588446,3.3877743613300146,3.586292865338835,3.6027767550605247,3.955082494888593,3.949318790171843,3.6000482404073204,3.520460802488973,3.4404180948154366,3.5890591188317256,4.275276264727001,1.791759469228055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1086455418473922,3.936897942462782
6546,Northwestern,0,2.1972245773362196,3.091042453358316,4.76473475565943,4.612145799724517,0,0.618046408050695,3.9926809084456005,3.9627161197436642,2.6602595372658615,2.9856819377004897,3.2846635654062037,3.374168709274236,3.4307561839036995,3.6988297849671046,3.9259259105971376,3.937690752176724,3.6988297849671046,3.6082115510464816,3.632309102625542,3.634951112088381,4.185098925490565,1.791759469228055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1073905040472192,3.936897942462782
6550,Nevada,0,2.0794415416798357,3.258096538021482,4.747537427275013,4.596129441335942,0,0.6171836417529064,3.9945242269398897,3.8958936234982624,2.772588722239781,2.9069010598473755,3.349904087274605,3.339321977944068,3.8543938925915096,3.563882963939251,3.9815490680767565,3.914021008090819,3.624340932976365,3.475067230228611,3.543853682063679,3.7376696182833684,4.229749199228304,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.3560910663893586,4.5690000625128535
6554,Boise St.,0,2.0794415416798357,3.044522437723423,4.740574822994295,4.592084946439436,0,0.6147531131319333,3.9627161197436642,3.927896354584436,2.8622008809294686,2.8791984572980396,3.5115454388310208,3.1822118404966093,3.6136169696133895,3.529297384289471,3.955082494888593,3.9721769282478934,3.5779478934066544,3.4531571205928664,3.708682081410116,3.634951112088381,4.22829253473184,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.1014897116915672,3.725859073011031
6556,Washington St.,0,2.3978952727983707,3.2188758248682006,4.732683506287051,4.584967478670572,0,0.6145367799780339,3.9721769282478934,3.877431560658527,2.8390784635086144,2.8273136219290276,3.5234150143864045,3.254242968705492,3.487375077903208,3.517497837358316,3.9815490680767565,3.8691155044168695,3.5553480614894135,3.4965075614664802,3.4965075614664802,3.481240089335692,4.203198967134183,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6751376583223985,2.6343572136354596
6558,Colorado St.,0,2.0794415416798357,3.1354942159291497,4.749270529961848,4.602165676967792,0,0.6134544116506968,4.018183201256536,3.9180050771056933,2.760009940032921,2.884800712846709,3.2308043957334744,3.349904087274605,3.5145260669691587,3.490428515390098,4.070734696582967,3.901972669574645,3.5322256440685598,3.5553480614894135,3.6712245188752153,3.5553480614894135,4.21803603456465,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8504283916754811,2.882718083509208
6562,Texas A&M,0,2.1972245773362196,3.044522437723423,4.754451888703846,4.612145799724517,0,0.6097112223179108,3.8372994592322094,3.933784497209659,2.7212954278522306,2.884800712846709,3.758871825933971,3.367295829986474,3.6686767467964168,3.4719664525503626,3.871201010907891,3.9219733362813143,3.380994674344636,3.5524868292083815,3.66612246699132,3.8264651170664994,4.213607983048918,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0924558560827284,3.936897942462782
6566,South Carolina,0,2.4849066497880004,3.295836866004329,4.748404354073999,4.607168188650764,0,0.6080249271431102,3.9473901492654373,3.8918202981106265,2.803360380906535,2.766319109226186,3.529297384289471,3.367295829986474,3.490428515390098,3.459466289786131,3.9531649487593215,3.86702563949741,3.5409593240373143,3.543853682063679,3.7376696182833684,3.4719664525503626,4.174387269895637,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.842901527918826,3.4448120765104235
6568,Florida Atlantic,0,2.302585092994046,3.258096538021482,4.775756486563625,4.639571612705423,0,0.6040973637264344,4.02535169073515,3.9259259105971376,2.8213788864092133,2.8622008809294686,3.5496173867804286,3.407841924380824,3.5779478934066544,3.349904087274605,4.04305126783455,3.9180050771056933,3.6000482404073204,3.543853682063679,3.6838669122903918,3.6189933266497696,4.247065649239764,1.3862943611198906,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8374567689013476,3.192060730416365
6570,Virginia,0,2.0794415416798357,3.1780538303479458,4.664382045619937,4.529368472571809,0,0.6036053318984502,3.9180050771056933,3.8543938925915096,2.653241964607215,3.0106208860477417,3.295836866004329,3.370738174177447,3.261935314328648,3.2846635654062037,3.86702563949741,3.8628327612373745,3.6189933266497696,3.4468078929142076,3.517497837358316,3.711130063048756,4.127134385045092,2.1972245773362196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3262564702584607,4.5690000625128535
6577,Drake,0,2.0794415416798357,3.332204510175204,4.750135956238277,4.617098756853365,0,0.6008125693571492,4.023564380161053,3.9512437185814275,2.7013612129514133,2.91235066461494,3.2268439945173775,3.139832617527748,3.5145260669691587,3.4657359027997265,4.027135812528651,3.9684033388642534,3.624340932976365,3.5263605246161616,3.703768066607687,3.696351468952637,4.2456340097683265,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0765116103769097,3.725859073011031
6587,Utah St.,0,2.302585092994046,3.258096538021482,4.745801315727837,4.618086411254637,0,0.5961956544834949,4.009149716158869,3.92395157629342,2.8154087194227095,2.856470206220483,3.3843902633457743,3.2733640101522705,3.713572066704308,3.4468078929142076,4.062165663857866,3.9908341858524357,3.4995332823830174,3.4011973816621555,3.5380565643793527,3.629660094453965,4.255612709818223,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0682392094334197,4.125678644075443
6589,Oregon,0,1.9459101490553132,3.1780538303479458,4.741447804280639,4.61512051684126,0,0.5952035362298188,3.966511190712216,3.960813169597578,2.760009940032921,2.9391619220655967,3.391147045808654,3.3357695763397,3.505557396986398,3.520460802488973,3.983413001514819,3.9627161197436642,3.543853682063679,3.563882963939251,3.629660094453965,3.616308761279101,4.235554730773624,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3077958383215869,4.27560160479232
6595,N.C. State,1,1.9459101490553132,3.1354942159291497,4.741447804280639,4.622027303054514,0,0.5880088624366405,3.9454577815143836,3.9415818076696905,2.6878474937846906,2.9391619220655967,3.3877743613300146,3.4111477125153233,3.5115454388310208,3.493472657771326,3.933784497209659,3.9219733362813143,3.572345637857985,3.580737295494233,3.5409593240373143,3.591817741270805,4.247065649239764,2.1972245773362196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2919875242372987,4.27560160479232
6605,Grand Canyon,0,1.791759469228055,3.367295829986474,4.722953221644475,4.6141299273595635,0,0.5767818894286799,3.970291913552122,3.8480176754522337,2.9338568698359038,3.039749158970765,3.572345637857985,3.4210000089583352,3.835141961092188,3.5779478934066544,3.975936331171799,3.8155121050473024,3.5667118201397288,3.5145260669691587,3.6136169696133895,3.543853682063679,4.248495242049359,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0334544120630862,3.210401995568401
6611,James Madison,0,1.791759469228055,3.4339872044851463,4.727387818712341,4.622027303054514,0,0.5721652839991622,4.014579593753238,3.8649313978942956,2.7536607123542622,3.0349529867072724,3.4965075614664802,3.353406717825807,3.5610460826040513,3.586292865338835,4.01096295328305,3.9080149840306073,3.624340932976365,3.3877743613300146,3.66612246699132,3.586292865338835,4.273884476054178,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6285878121507587,1.968448971231391
6636,Duquesne,0,1.9459101490553132,3.1780538303479458,4.681204872264089,4.58700621536042,0,0.5597872018146528,3.933784497209659,3.8918202981106265,2.917770732084279,3.0204248861443626,3.4307561839036995,3.4339872044851463,3.529297384289471,3.591817741270805,3.92395157629342,3.899950424193877,3.5524868292083815,3.487375077903208,3.7062280924485496,3.6454498961866,4.222444564849416,1.0986122886681098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6149890989527128,2.13780080239616
6638,McNeese St.,0,1.791759469228055,3.295836866004329,4.724729421045731,4.631812116934513,0,0.5568118606026884,4.023564380161053,3.8877303128591016,2.7212954278522306,3.1780538303479458,3.4995332823830174,3.4468078929142076,3.728100167267218,3.5524868292083815,3.9852734671677386,3.856510295497887,3.6988297849671046,3.5263605246161616,3.543853682063679,3.893859034800475,4.209160236650682,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.611720352534268,1.968448971231391
6646,Samford,0,1.6094379124341003,3.332204510175204,4.729156165769083,4.640537329825382,0,0.5518140044433015,4.05871738457895,3.9318256327243257,2.9496883350525844,3.122364924487357,3.4404180948154366,3.4965075614664802,3.6216707044204863,3.6375861597263857,4.034240638152395,3.9219733362813143,3.696351468952637,3.5524868292083815,3.735285826928092,3.716008121502189,4.312140507209715,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.60622964634057,1.7681482684484517
6648,Yale,0,1.6094379124341003,3.044522437723423,4.706823839714591,4.619073091157083,0,0.5509497748501453,3.975936331171799,3.9259259105971376,2.714694743820879,2.833213344056216,3.380994674344636,3.2188758248682006,3.32862668882732,3.4011973816621555,3.979681653901961,3.9080149840306073,3.572345637857985,3.5553480614894135,3.591817741270805,3.7471483622379123,4.198704577546343,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9871694761568127,2.8837256197384322
6679,Charleston,0,1.6094379124341003,3.295836866004329,4.735320870453137,4.66814498514948,0,0.5222995458396185,3.977810745966149,3.9435216724875173,2.72785282839839,2.856470206220483,3.5409593240373143,3.3178157727231046,3.32862668882732,3.3775875160230218,3.9815490680767565,3.9415818076696905,3.5779478934066544,3.5496173867804286,3.8732821771117156,3.634951112088381,4.276666119016055,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935835157031649,2.8837256197384322
6701,Vermont,0,1.6094379124341003,3.295836866004329,4.667205576907544,4.613138355637268,0,0.5016839658487072,3.966511190712216,3.8649313978942956,2.6946271807700692,2.7788192719904172,3.152736022363656,3.190476350346503,3.4242626545931514,3.292126286607793,3.9908341858524357,3.858622228701031,3.5409593240373143,3.481240089335692,3.8088822465086327,3.624340932976365,4.178992036282385,2.1972245773362196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1023123398182841,3.5362965368969035
6703,UAB,0,1.791759469228055,3.1354942159291497,4.730921391293652,4.681204872264089,0,0.49542768158589395,3.933784497209659,3.9512437185814275,2.8735646395797834,2.8390784635086144,3.591817741270805,3.4657359027997265,3.7256934272366524,3.4781584227982836,3.9396381724611196,3.9357395320454622,3.529297384289471,3.58351893845611,3.475067230228611,3.629660094453965,4.244200317766478,1.791759469228055,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8876872397992271,3.210401995568401
6730,Akron,0,1.3862943611198906,3.1354942159291497,4.670021158307708,4.633757642840004,0,0.4733729467153394,3.970291913552122,3.903990833730882,2.9014215940827497,2.8678989020441064,3.417726683613366,3.2809112157876537,3.543853682063679,3.4011973816621555,4.021773869387265,3.9454577815143836,3.4965075614664802,3.4339872044851463,3.7495040759303713,3.632309102625542,4.215086179918229,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6562342467381814,1.9218120556728056
6738,Morehead St.,0,1.3862943611198906,3.1354942159291497,4.679349584162343,4.648229675448539,0,0.46222344192677334,4.014579593753238,3.8437441646748516,2.970414465569701,2.803360380906535,3.4965075614664802,3.3105430133940246,3.475067230228611,3.517497837358316,4.036008985209137,3.8372994592322094,3.591817741270805,3.4688560301359703,3.8308129500026027,3.4719664525503626,4.194189897191817,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.640777751120513,1.9218120556728056
6740,Western Kentucky,0,1.0986122886681098,2.995732273553991,4.658710952916121,4.627909672957581,0,0.46178242758665955,3.9684033388642534,3.8979240810486444,2.9601050959108397,2.975529566236472,3.3843902633457743,3.3214324131932926,3.5234150143864045,3.5380565643793527,3.9721769282478934,3.8979240810486444,3.5667118201397288,3.502549875922443,3.4657359027997265,3.716008121502189,4.343805421853684,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5073198496376957,1.206948960812582
6742,Oakland,0,1.3862943611198906,3.1780538303479458,4.693181063310805,4.664382045619937,0,0.4603951149666255,3.9721769282478934,3.9435216724875173,2.8449093838194073,2.8507065015037334,3.4531571205928664,3.3877743613300146,3.462606009790799,3.3250360206965914,3.966511190712216,3.9415818076696905,3.586292865338835,3.5524868292083815,3.7328963395307104,3.730501128804756,4.229749199228304,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505795730945102,1.523000020837618
6752,South Dakota St.,0,1.0986122886681098,2.995732273553991,4.688591794127164,4.665324108807838,0,0.4494819935249386,4.030694535145645,3.9473901492654373,2.856470206220483,2.8622008809294686,3.2347491740244907,3.269568939183719,3.4468078929142076,3.3463891451671604,4.041295341132285,3.912023005428146,3.616308761279101,3.5890591188317256,3.7184382563554808,3.8732821771117156,4.247065649239764,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9876128832430746,2.413897921625164
6801,Colgate,0,1.3862943611198906,3.2188758248682006,4.637637376125593,4.639571612705423,0,0.402326855607661,3.996364153861897,3.8753590210565547,2.8507065015037334,2.8390784635086144,3.258096538021482,3.2386784521643803,3.353406717825807,3.2386784521643803,3.9945242269398897,3.906004933102583,3.6027767550605247,3.4307561839036995,3.6712245188752153,3.703768066607687,4.222444564849416,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8840024552635533,3.046000041675236
6815,Longwood,0,0.6931471805599453,2.9444389791664403,4.650143551630823,4.65586330030361,0,0.3947411447451887,3.919991175077323,3.9569963710708773,2.9444389791664403,3.0252910757955354,3.629660094453965,3.2771447329921766,3.7013019741124933,3.6136169696133895,3.903990833730882,3.949318790171843,3.5610460826040513,3.572345637857985,3.3775875160230218,3.7013019741124933,4.231203744939298,1.3862943611198906,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5472274230622656,0.9609060278364028
6868,Long Beach St.,0,1.0986122886681098,2.995732273553991,4.665324108807838,4.690430029938915,0,0.35452262937058965,3.910021002757473,3.955082494888593,2.89591193827178,2.970414465569701,3.535145354171894,3.4210000089583352,3.66612246699132,3.5145260669691587,3.9259259105971376,3.9318256327243257,3.475067230228611,3.586292865338835,3.3775875160230218,3.7977338590260183,4.29592393562047,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38948291723745954,1.206948960812582
6895,Saint Peter's,0,1.0986122886681098,2.9444389791664403,4.58700621536042,4.622027303054514,0,0.33718626735486995,3.828641396489095,3.8628327612373745,3.0252910757955354,3.0587070727153796,3.586292865338835,3.414442608412176,3.66612246699132,3.768152635008444,3.770459441106359,3.858622228701031,3.5524868292083815,3.481240089335692,3.4688560301359703,3.56953269648137,4.189654742026425,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4674394210811201,1.523000020837618
6897,Montana St.,0,0.6931471805599453,2.772588722239781,4.641502115235482,4.676560182074764,0,0.33618648151139585,4.005513348515485,3.975936331171799,2.8791984572980396,2.975529566236472,3.077312260546414,3.3877743613300146,3.456316680883235,3.6375861597263857,3.996364153861897,4.009149716158869,3.6216707044204863,3.5145260669691587,3.7471483622379123,3.594568774642695,4.255612709818223,1.791759469228055,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6023653116745059,1.2419530243370103
6938,Stetson,0,0.6931471805599453,2.995732273553991,4.695010889987881,4.745801315727837,0,0.3051289860555016,3.996364153861897,3.970291913552122,2.8213788864092133,2.6741486494265287,3.349904087274605,3.4719664525503626,3.487375077903208,3.292126286607793,3.979681653901961,3.9740583963475986,3.624340932976365,3.56953269648137,3.756538102587751,3.648057459593681,4.21803603456465,1.0986122886681098,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3352184537094144,0.761500010418809
7005,Howard,0,0.6931471805599453,2.833213344056216,4.661550519424199,4.736198448394496,0,0.2592054344592318,3.970291913552122,3.949318790171843,3.109060958860994,2.8735646395797834,3.5380565643793527,3.456316680883235,3.765840495250065,3.6913763343125234,3.9160150266976834,3.9473901492654373,3.6506582412937387,3.5553480614894135,3.686376323895818,3.5322256440685598,4.244200317766478,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3593350321624644,0.9609060278364028
7044,Grambling St.,0,0.6931471805599453,2.8903717578961645,4.589040804058207,4.675628649636653,0,0.237283114867929,3.8958936234982624,3.914021008090819,3.068052935133617,2.995732273553991,3.370738174177447,3.517497837358316,3.703768066607687,3.5524868292083815,3.871201010907891,3.899950424193877,3.55820113047182,3.5467396869528134,3.427514689979529,3.5380565643793527,4.203198967134183,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26068214588735344,0.761500010418809
7080,Wagner,0,0.6931471805599453,2.70805020110221,4.566429357671661,4.667205576907544,0,0.21204215824303588,3.8199077165203406,3.899950424193877,2.8273136219290276,2.8903717578961645,3.417726683613366,3.332204510175204,3.3250360206965914,3.4307561839036995,3.7796338173824005,3.949318790171843,3.484312288372662,3.4307561839036995,3.6686767467964168,3.742420221041966,4.147885329150131,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.23295212076150715,0.761500010418809
7208,Houston,1,2.833213344056216,3.4339872044851463,4.8346933442663405,4.48863636973214,1,0.6842577867140281,3.983413001514819,3.8264651170664994,2.747270914255491,3.122364924487357,3.6136169696133895,3.4111477125153233,3.374168709274236,3.55820113047182,3.912023005428146,3.8044377947482086,3.708682081410116,3.462606009790799,3.56953269648137,3.7864597824528,4.133565275375382,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5034680262017475,6.225205992397257
7210,Duke,1,2.833213344056216,3.4657359027997265,4.863680881139593,4.525044141508807,1,0.6834503175810814,4.067315889834181,3.817712325956905,2.7343675094195836,2.928523523860541,3.5890591188317256,3.3141860046725258,3.4995332823830174,3.2733640101522705,4.07753744390572,3.7932394694381792,3.655839600035736,3.462606009790799,3.8372994592322094,3.6609942506244004,4.200204952921578,2.1972245773362196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5016938351773967,6.225205992397257
7212,Auburn,1,2.833213344056216,3.367295829986474,4.867534450455582,4.550714000192032,1,0.6808721496843327,4.037774210733707,3.8501476017100584,2.667228206581955,2.91235066461494,3.563882963939251,3.4436180975461075,3.5409593240373143,3.6938669956249757,4.044804116661965,3.8753590210565547,3.632309102625542,3.407841924380824,3.728100167267218,3.5779478934066544,4.231203744939298,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4960290213101612,6.225205992397257
7214,Florida,1,2.833213344056216,3.4339872044851463,4.857484114602081,4.553876891600541,1,0.6786932235897949,4.02535169073515,3.835141961092188,2.772588722239781,2.8903717578961645,3.66612246699132,3.3945083935113587,3.5145260669691587,3.5263605246161616,4.050044303325521,3.8480176754522337,3.597312260588446,3.4210000089583352,3.7977338590260183,3.6454498961866,4.255612709818223,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4912414313430435,6.225205992397257
7216,Alabama,1,2.772588722239781,3.258096538021482,4.856706811803519,4.578826210648489,0,0.6740153282439189,4.048300623720694,3.8897773964808264,2.8735646395797834,2.6741486494265287,3.5751506887855933,3.407841924380824,3.716008121502189,3.5524868292083815,4.1059436980654525,3.9080149840306073,3.58351893845611,3.459466289786131,3.8543938925915096,3.586292865338835,4.3254562831854875,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.480963044718878,6.092000083350472
7218,Tennessee,1,2.772588722239781,3.332204510175204,4.789988622980633,4.522874943261261,1,0.6714126884139391,3.9852734671677386,3.8155121050473024,2.833213344056216,2.9338568698359038,3.594568774642695,3.4372078191851885,3.594568774642695,3.414442608412176,4.009149716158869,3.8649313978942956,3.5553480614894135,3.3603753871419,3.784189633918261,3.8308129500026027,4.1713056033582285,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4752444605184922,6.092000083350472
7220,Texas Tech,1,2.70805020110221,3.258096538021482,4.844187086458591,4.581901559048737,0,0.6701855689225984,4.034240638152395,3.8918202981106265,2.760009940032921,2.91235066461494,3.563882963939251,3.3843902633457743,3.4242626545931514,3.5409593240373143,4.012772908528289,3.8958936234982624,3.6609942506244004,3.487375077903208,3.8199077165203406,3.55820113047182,4.198704577546343,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4725482034127901,5.950194458522068
7222,Iowa St.,0,2.70805020110221,3.2188758248682006,4.786658062033468,4.535820107853298,1,0.6668545386050214,4.018183201256536,3.899950424193877,2.884800712846709,3.126760535960395,3.502549875922443,3.380994674344636,3.676300671907076,3.3978584803966405,4.027135812528651,3.8815637979434374,3.6054978451748854,3.5322256440685598,3.634951112088381,3.730501128804756,4.241326752570746,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4652291817311578,5.950194458522068
7224,Arizona,1,2.6390573296152584,3.1354942159291497,4.827513417131532,4.579852378003801,0,0.6662383640027275,3.9871304779149512,3.903990833730882,2.8449093838194073,2.8678989020441064,3.6082115510464816,3.3843902633457743,3.6270040503958487,3.407841924380824,4.027135812528651,3.8753590210565547,3.5085558999826545,3.543853682063679,3.572345637857985,3.758871825933971,4.2612704335380815,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4638753077510673,5.798601625629939
