,Elite 8,Rk,Seed,Win,AdjOE,AdjDE,AdjOD,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,Conf_A10,Conf_ACC,Conf_AE,Conf_ASun,Conf_Amer,Conf_B10,Conf_B12,Conf_BE,Conf_BSky,Conf_BSth,Conf_BW,Conf_CAA,Conf_CUSA,Conf_Horz,Conf_Ind,Conf_Ivy,Conf_MAAC,Conf_MAC,Conf_MEAC,Conf_MVC,Conf_MWC,Conf_NEC,Conf_OVC,Conf_P12,Conf_Pat,Conf_SB,Conf_SC,Conf_SEC,Conf_SWAC,Conf_Slnd,Conf_Sum,Conf_WAC,Conf_WCC
5049,0,5.883322388488279,4.605170185988092,3.332204510175204,4.799914262780603,4.546481189639412,1,0.667880653312058,4.0163830207523885,3.899950424193877,2.833213344056216,2.9444389791664403,3.6000482404073204,3.190476350346503,3.6216707044204863,3.292126286607793,4.014579593753238,3.885679030088544,3.6270040503958487,3.5234150143864045,3.5380565643793527,3.6609942506244004,4.294560608892605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5051,1,5.8805329864007,4.605170185988092,3.332204510175204,4.761318868478023,4.515245478460105,0,0.6655190134424712,3.9531649487593215,3.835141961092188,2.740840023925201,2.970414465569701,3.502549875922443,3.374168709274236,3.5467396869528134,3.6027767550605247,3.9473901492654373,3.8133070324889884,3.5667118201397288,3.4719664525503626,3.742420221041966,3.7400477406883357,4.251348311031766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5053,1,5.877735781779639,4.584967478670572,3.332204510175204,4.8064770426931265,4.56954300834494,1,0.6626364253549233,4.018183201256536,3.903990833730882,2.7343675094195836,2.884800712846709,3.4965075614664802,3.292126286607793,3.563882963939251,3.370738174177447,3.9982007016691985,3.912023005428146,3.655839600035736,3.490428515390098,3.6506582412937387,3.5751506887855933,4.212127597878484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5055,0,5.87493073085203,4.61512051684126,3.4011973816621555,4.789157022101107,4.557029810660157,1,0.6610887568660565,3.960813169597578,3.8649313978942956,2.714694743820879,2.760009940032921,3.5263605246161616,3.2068032436339315,3.616308761279101,3.374168709274236,3.9357395320454622,3.8501476017100584,3.6082115510464816,3.4965075614664802,3.6136169696133895,3.6054978451748854,4.269697449699962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5057,0,5.872117789475416,4.59511985013459,3.258096538021482,4.809742351716865,4.585987366571318,0,0.6579862154663559,4.065602093356446,3.856510295497887,2.797281334830153,2.4849066497880004,3.299533727885655,3.254242968705492,3.246490991901174,2.833213344056216,4.097672352314776,3.8394523125933104,3.632309102625542,3.505557396986398,3.901972669574645,3.3638415951183864,4.215086179918229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5059,0,5.869296913133774,4.605170185988092,3.332204510175204,4.784152841516532,4.563305981889393,1,0.6569498922480574,4.02535169073515,3.927896354584436,2.72785282839839,3.095577608523707,3.2846635654062037,3.459466289786131,3.2771447329921766,3.32862668882732,4.053522567701846,3.9180050771056933,3.5890591188317256,3.5467396869528134,3.7400477406883357,3.7796338173824005,4.249922794040544,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5061,0,5.8664680569332965,4.574710978503383,3.332204510175204,4.825108606353353,4.6061696863211745,0,0.6559124939497194,4.060443010546419,3.877431560658527,2.70805020110221,2.8390784635086144,3.5322256440685598,3.3568971227655755,3.456316680883235,3.265759410767051,4.08260930600368,3.8308129500026027,3.616308761279101,3.55820113047182,3.475067230228611,3.6270040503958487,4.2456340097683265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5063,1,5.863631175598097,4.59511985013459,3.4011973816621555,4.841822087327094,4.625952725170619,0,0.6547701114389411,4.000033882750859,3.8918202981106265,2.772588722239781,2.5877640352277083,3.6000482404073204,3.3068867021909143,3.6402142821326553,3.3214324131932926,4.014579593753238,3.86702563949741,3.580737295494233,3.55820113047182,3.6788291182604347,3.3775875160230218,4.258445572902527,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5065,1,5.860786223465865,4.584967478670572,3.258096538021482,4.844974178195408,4.639571612705423,0,0.6499264781053818,4.048300623720694,3.9259259105971376,2.8273136219290276,2.785011242238338,3.580737295494233,3.462606009790799,3.591817741270805,3.6838669122903918,4.055257173514054,3.949318790171843,3.6454498961866,3.487375077903208,3.8607297110405954,3.6428355156125294,4.294560608892605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5067,0,5.857933154483459,4.574710978503383,3.295836866004329,4.7561730595246186,4.554928969551344,0,0.6483589977698112,3.9852734671677386,3.8308129500026027,2.833213344056216,2.8735646395797834,3.681351187693145,3.1484533605716547,3.367295829986474,3.5380565643793527,3.983413001514819,3.8022081394209395,3.591817741270805,3.505557396986398,3.632309102625542,3.407841924380824,4.151039905898646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5069,0,5.855071922202427,4.624972813284271,3.044522437723423,4.796616650559047,4.600157644164547,0,0.6453739990882619,3.949318790171843,3.9219733362813143,2.8154087194227095,2.970414465569701,3.6788291182604347,3.4436180975461075,3.342861804649192,3.5667118201397288,3.9473901492654373,3.8897773964808264,3.55820113047182,3.58351893845611,3.5115454388310208,3.6082115510464816,4.252771798816619,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5071,0,5.8522024797744745,4.59511985013459,3.2188758248682006,4.817050545023591,4.624972813284271,0,0.6433264855759894,4.037774210733707,3.9589065913269965,2.928523523860541,2.8903717578961645,3.58351893845611,3.32862668882732,3.7184382563554808,3.4719664525503626,3.9982007016691985,3.9721769282478934,3.7013019741124933,3.5380565643793527,3.686376323895818,3.594568774642695,4.2017030805426,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,0,5.849324779946859,4.532599493153256,3.044522437723423,4.738826570800765,4.548599834499697,0,0.6426430483861773,3.9627161197436642,3.8918202981106265,2.772588722239781,2.970414465569701,3.427514689979529,3.3843902633457743,3.4111477125153233,3.5085558999826545,3.9415818076696905,3.879499813722586,3.616308761279101,3.5145260669691587,3.449987545831587,3.751854253275325,4.1956970564823886,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5075,0,5.846438775057725,4.553876891600541,3.091042453358316,4.767289035464526,4.579852378003801,0,0.6408007001877362,3.9889840465642745,3.893859034800475,2.884800712846709,2.9856819377004897,3.4307561839036995,3.4372078191851885,3.4404180948154366,3.5553480614894135,3.9908341858524357,3.871201010907891,3.594568774642695,3.5409593240373143,3.580737295494233,3.5234150143864045,4.225372824628505,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5077,1,5.84354441703136,4.564348191467836,3.2188758248682006,4.776599301615622,4.589040804058207,0,0.6406953205575212,4.005513348515485,3.8958936234982624,2.760009940032921,2.7013612129514133,3.339321977944068,3.3178157727231046,3.456316680883235,3.4995332823830174,4.018183201256536,3.8732821771117156,3.586292865338835,3.529297384289471,3.711130063048756,3.7400477406883357,4.209160236650682,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5079,0,5.840641657373398,4.584967478670572,3.1780538303479458,4.742320024135325,4.55597994179732,0,0.6403264043763627,3.9982007016691985,3.8979240810486444,2.8622008809294686,2.8622008809294686,3.2846635654062037,3.3141860046725258,3.5115454388310208,3.3843902633457743,4.019980146933238,3.845883202923601,3.543853682063679,3.572345637857985,3.427514689979529,3.7376696182833684,4.248495242049359,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5081,0,5.8377304471659395,4.553876891600541,3.2188758248682006,4.799914262780603,4.617098756853365,0,0.6384797792176371,3.966511190712216,3.9180050771056933,2.8154087194227095,2.740840023925201,3.6454498961866,3.3945083935113587,3.673765816303888,3.5779478934066544,3.966511190712216,3.9219733362813143,3.56953269648137,3.5145260669691587,3.56953269648137,3.5085558999826545,4.28771595520264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5083,0,5.834810737062605,4.5217885770490405,3.295836866004329,4.78164132910387,4.601162164590552,0,0.6366826435788188,4.032469158504013,3.9259259105971376,2.9496883350525844,2.785011242238338,3.4965075614664802,3.246490991901174,3.586292865338835,3.342861804649192,4.007333185232471,3.9435216724875173,3.6913763343125234,3.4995332823830174,3.4531571205928664,3.5890591188317256,4.229749199228304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5085,0,5.831882477283517,4.564348191467836,3.1780538303479458,4.794136285500715,4.6141299273595635,0,0.6364180863138559,4.021773869387265,3.8958936234982624,2.791165107812717,2.833213344056216,3.520460802488973,3.242592351485517,3.2733640101522705,3.4965075614664802,4.069026754237811,3.8979240810486444,3.5779478934066544,3.4965075614664802,3.9396381724611196,3.5553480614894135,4.249922794040544,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5087,0,5.8289456176102075,4.574710978503383,3.1354942159291497,4.785823685681349,4.6061696863211745,0,0.636153459039825,3.9740583963475986,3.970291913552122,2.766319109226186,2.884800712846709,3.4404180948154366,3.2386784521643803,3.5496173867804286,3.5496173867804286,3.9740583963475986,3.9357395320454622,3.580737295494233,3.634951112088381,3.597312260588446,3.563882963939251,4.192680462942962,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5090,0,5.82600010738045,4.543294782270004,3.1780538303479458,4.762173934797756,4.583946549536464,0,0.635623994316279,3.9908341858524357,3.8649313978942956,2.8213788864092133,2.8449093838194073,3.353406717825807,3.4436180975461075,3.5145260669691587,3.3568971227655755,3.9852734671677386,3.832979798087693,3.6027767550605247,3.5115454388310208,3.8133070324889884,3.7471483622379123,4.248495242049359,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,0,5.823045895483019,4.59511985013459,3.1780538303479458,4.8178592793984425,4.641502115235482,0,0.6346172383695418,4.063885354737392,3.92395157629342,2.7212954278522306,2.8273136219290276,3.3978584803966405,3.4436180975461075,3.4468078929142076,3.5409593240373143,4.019980146933238,3.919991175077323,3.735285826928092,3.5322256440685598,3.6506582412937387,3.716008121502189,4.297285406218791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5094,0,5.820082930352362,4.574710978503383,3.295836866004329,4.727387818712341,4.554928969551344,0,0.6313781541623134,3.929862923556477,3.877431560658527,2.8449093838194073,2.9496883350525844,3.517497837358316,3.391147045808654,3.629660094453965,3.529297384289471,3.960813169597578,3.8877303128591016,3.481240089335692,3.4657359027997265,3.6635616461296463,3.720862499966987,4.207673247529104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5096,0,5.817111159963204,4.51085950651685,3.295836866004329,4.74406218485471,4.574710978503383,0,0.6298878409207543,3.9415818076696905,3.893859034800475,2.70805020110221,3.0106208860477417,3.5409593240373143,3.332204510175204,3.5322256440685598,3.5380565643793527,3.9531649487593215,3.9160150266976834,3.517497837358316,3.456316680883235,3.4307561839036995,3.624340932976365,4.301358731606427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5098,0,5.814130531825066,4.624972813284271,3.1354942159291497,4.768139014266231,4.603168183317418,0,0.6265799362878322,3.9627161197436642,3.912023005428146,2.667228206581955,2.8678989020441064,3.4657359027997265,3.2108436531709366,3.449987545831587,3.449987545831587,3.9318256327243257,3.9473901492654373,3.6027767550605247,3.459466289786131,3.8155121050473024,3.6788291182604347,4.203198967134183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100,0,5.811140992976701,4.624972813284271,2.9444389791664403,4.713127327493184,4.551769409260976,0,0.6245470890676884,3.9435216724875173,3.8979240810486444,2.7536607123542622,2.8449093838194073,3.254242968705492,3.2308043957334744,3.3250360206965914,3.295836866004329,3.9415818076696905,3.883623530906448,3.5496173867804286,3.520460802488973,3.8918202981106265,3.835141961092188,4.169761201506855,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5102,0,5.808142489980444,4.564348191467836,3.1780538303479458,4.769836807543325,4.60816569496789,0,0.6242793012611448,3.9815490680767565,3.9160150266976834,2.8622008809294686,2.8903717578961645,3.4404180948154366,3.4436180975461075,3.5610460826040513,3.339321977944068,3.9627161197436642,3.927896354584436,3.6082115510464816,3.502549875922443,3.7471483622379123,3.6788291182604347,4.212127597878484,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104,0,5.805134968916488,4.532599493153256,3.091042453358316,4.776599301615622,4.61512051684126,0,0.6241721660564141,3.8437441646748516,3.9415818076696905,2.714694743820879,2.8735646395797834,3.765840495250065,3.3638415951183864,3.6788291182604347,3.493472657771326,3.86702563949741,3.937690752176724,3.4111477125153233,3.5496173867804286,3.655839600035736,3.8264651170664994,4.206184043977636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5106,0,5.802118375377063,4.543294782270004,3.091042453358316,4.730039168033961,4.56954300834494,0,0.6233682859520288,3.9589065913269965,3.8918202981106265,2.990719731730447,2.9652730660692823,3.594568774642695,3.3638415951183864,3.648057459593681,3.490428515390098,3.996364153861897,3.937690752176724,3.502549875922443,3.427514689979529,3.676300671907076,3.742420221041966,4.220977213155467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5108,0,5.799092654460526,4.624972813284271,3.091042453358316,4.770684624465665,4.612145799724517,0,0.6218659785549817,4.01096295328305,3.914021008090819,2.797281334830153,2.856470206220483,3.3105430133940246,3.288401887516811,3.4965075614664802,3.4372078191851885,4.007333185232471,3.910021002757473,3.6216707044204863,3.529297384289471,3.648057459593681,3.597312260588446,4.238444906195857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110,0,5.796057750765372,4.5217885770490405,3.295836866004329,4.7535901911063645,4.596129441335942,0,0.6214900487957142,3.9926809084456005,3.899950424193877,2.785011242238338,2.91235066461494,3.342861804649192,3.32862668882732,3.828641396489095,3.5610460826040513,3.979681653901961,3.914021008090819,3.6216707044204863,3.484312288372662,3.5467396869528134,3.7376696182833684,4.21803603456465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5112,0,5.793013608384144,4.532599493153256,3.1354942159291497,4.75960653929251,4.603168183317418,0,0.620146287675455,3.9815490680767565,3.960813169597578,2.667228206581955,2.9856819377004897,3.288401887516811,3.3603753871419,3.407841924380824,3.696351468952637,3.9160150266976834,3.9589065913269965,3.6888794541139363,3.56953269648137,3.6216707044204863,3.6454498961866,4.174387269895637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5114,0,5.7899601708972535,4.624972813284271,3.258096538021482,4.73707525686803,4.583946549536464,0,0.6183158699369419,3.9396381724611196,3.9160150266976834,2.9652730660692823,2.9391619220655967,3.5890591188317256,3.40452517175483,3.462606009790799,3.2809112157876537,3.9396381724611196,3.912023005428146,3.543853682063679,3.5263605246161616,3.4719664525503626,3.7727609380946383,4.213607983048918,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5116,0,5.786897381366708,4.553876891600541,3.258096538021482,4.73444252169223,4.581901559048737,0,0.6178307862504957,3.966511190712216,3.8753590210565547,2.856470206220483,2.8154087194227095,3.5234150143864045,3.258096538021482,3.484312288372662,3.505557396986398,3.9740583963475986,3.8607297110405954,3.5524868292083815,3.5115454388310208,3.502549875922443,3.4688560301359703,4.186619838331271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5118,0,5.783825182329737,4.624972813284271,3.1354942159291497,4.746669748261791,4.594109238628667,0,0.6177229579131042,4.014579593753238,3.9080149840306073,2.8390784635086144,2.714694743820879,3.349904087274605,3.288401887516811,3.3357695763397,3.295836866004329,4.000033882750859,3.8918202981106265,3.634951112088381,3.543853682063679,3.7256934272366524,3.6216707044204863,4.2612704335380815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5120,0,5.780743515792329,4.624972813284271,3.1354942159291497,4.7535901911063645,4.602165676967792,0,0.6171296941360295,3.949318790171843,3.906004933102583,2.803360380906535,2.8273136219290276,3.4781584227982836,3.3843902633457743,3.543853682063679,3.4307561839036995,3.9415818076696905,3.871201010907891,3.5667118201397288,3.572345637857985,3.5751506887855933,3.5467396869528134,4.207673247529104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5122,0,5.777652323222656,4.624972813284271,3.4965075614664802,4.792479284293085,4.641502115235482,0,0.6164820956244599,4.107589788972121,3.929862923556477,2.8449093838194073,2.803360380906535,3.202746442938317,3.190476350346503,3.529297384289471,3.292126286607793,4.14946386144318,3.9080149840306073,3.66612246699132,3.5751506887855933,3.9219733362813143,3.5553480614894135,4.272490747605575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5124,0,5.7745515455444085,4.5217885770490405,3.258096538021482,4.73444252169223,4.582924577040772,0,0.6164281101465403,4.01096295328305,3.901972669574645,2.797281334830153,2.8678989020441064,3.242592351485517,3.32862668882732,3.490428515390098,3.487375077903208,4.060443010546419,3.8918202981106265,3.5263605246161616,3.5263605246161616,3.6686767467964168,3.5467396869528134,4.204692619390966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5126,0,5.771441123130016,4.5217885770490405,3.1354942159291497,4.742320024135325,4.593097604753822,0,0.6150234637783663,3.9512437185814275,3.927896354584436,2.856470206220483,2.884800712846709,3.5234150143864045,3.1822118404966093,3.586292865338835,3.529297384289471,3.9473901492654373,3.9721769282478934,3.5610460826040513,3.449987545831587,3.6988297849671046,3.629660094453965,4.212127597878484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5128,0,5.768320995793772,4.624972813284271,3.1354942159291497,4.721173861744398,4.571613402459248,0,0.6149153322903715,3.937690752176724,3.885679030088544,2.9069010598473755,2.9069010598473755,3.616308761279101,3.269568939183719,3.353406717825807,3.40452517175483,3.9473901492654373,3.856510295497887,3.5263605246161616,3.543853682063679,3.629660094453965,3.5779478934066544,4.225372824628505,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5130,0,5.765191102784844,4.532599493153256,3.091042453358316,4.74493212836325,4.597138014290827,0,0.6141580843095735,3.960813169597578,3.9454577815143836,2.9444389791664403,3.0726933146901194,3.6082115510464816,3.380994674344636,3.58351893845611,3.594568774642695,3.9473901492654373,3.9569963710708773,3.594568774642695,3.5263605246161616,3.4436180975461075,3.586292865338835,4.2626798770413155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5132,0,5.762051382780177,4.553876891600541,3.258096538021482,4.768139014266231,4.6210435351443815,0,0.6135627012171029,4.046553898385752,3.8979240810486444,2.833213344056216,2.8273136219290276,3.3105430133940246,3.3877743613300146,3.629660094453965,3.131136910560194,3.996364153861897,3.901972669574645,3.711130063048756,3.4965075614664802,3.8133070324889884,3.716008121502189,4.177459468932607,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5134,1,5.75890177387728,4.51085950651685,3.295836866004329,4.746669748261791,4.6061696863211745,0,0.6079160361972847,3.9454577815143836,3.9219733362813143,2.6946271807700692,2.917770732084279,3.374168709274236,3.40452517175483,3.4965075614664802,3.481240089335692,3.9357395320454622,3.912023005428146,3.5667118201397288,3.543853682063679,3.535145354171894,3.629660094453965,4.229749199228304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5136,0,5.755742213586912,4.624972813284271,3.044522437723423,4.73707525686803,4.599152113662528,0,0.6052990899867501,3.9908341858524357,3.879499813722586,2.9496883350525844,2.8622008809294686,3.4372078191851885,3.3032169733019514,3.655839600035736,3.4688560301359703,4.005513348515485,3.910021002757473,3.56953269648137,3.4307561839036995,3.676300671907076,3.6027767550605247,4.222444564849416,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5138,0,5.752572638825633,4.564348191467836,3.295836866004329,4.7535901911063645,4.616110126026426,0,0.6048076492364219,3.949318790171843,3.899950424193877,2.803360380906535,2.766319109226186,3.520460802488973,3.3638415951183864,3.490428515390098,3.484312288372662,3.949318790171843,3.877431560658527,3.5524868292083815,3.5524868292083815,3.7400477406883357,3.475067230228611,4.162003210695915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5141,0,5.749392985908253,4.5217885770490405,3.367295829986474,4.751864565138895,4.616110126026426,0,0.6033318762375813,4.019980146933238,3.9473901492654373,2.6946271807700692,2.917770732084279,3.2228678461377385,3.1570004211501135,3.505557396986398,3.475067230228611,4.021773869387265,3.9569963710708773,3.6216707044204863,3.535145354171894,3.6938669956249757,3.686376323895818,4.232656178019613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5143,0,5.746203190540153,4.51085950651685,3.2188758248682006,4.746669748261791,4.612145799724517,0,0.6026752773958697,3.9684033388642534,3.960813169597578,2.7536607123542622,2.9338568698359038,3.3877743613300146,3.342861804649192,3.4965075614664802,3.505557396986398,3.9815490680767565,3.9512437185814275,3.5496173867804286,3.580737295494233,3.6189933266497696,3.634951112088381,4.222444564849416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5145,0,5.7430031878094825,4.624972813284271,2.995732273553991,4.760463070394127,4.627909672957581,0,0.6004834956965259,4.00369019395397,3.9512437185814275,2.8449093838194073,2.884800712846709,3.258096538021482,3.3032169733019514,3.5263605246161616,3.4404180948154366,4.021773869387265,3.9531649487593215,3.5779478934066544,3.5496173867804286,3.751854253275325,3.5524868292083815,4.232656178019613,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5147,0,5.739792912179234,4.624972813284271,2.995732273553991,4.791649752930709,4.659658371272161,0,0.5997152357673928,3.9871304779149512,3.9740583963475986,2.653241964607215,2.856470206220483,3.3463891451671604,3.4436180975461075,3.529297384289471,3.5234150143864045,3.9871304779149512,3.9589065913269965,3.586292865338835,3.6054978451748854,3.4307561839036995,3.6082115510464816,4.289088639014612,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5149,0,5.736572297479192,4.543294782270004,3.258096538021482,4.768139014266231,4.639571612705423,0,0.5967464062735909,4.019980146933238,3.92395157629342,2.8449093838194073,2.856470206220483,3.5409593240373143,3.4111477125153233,3.5779478934066544,3.342861804649192,4.04305126783455,3.9160150266976834,3.586292865338835,3.543853682063679,3.6913763343125234,3.616308761279101,4.235554730773624,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5151,0,5.733341276897746,4.624972813284271,3.091042453358316,4.697749367281185,4.56954300834494,0,0.5966913447423159,3.960813169597578,3.8815637979434374,2.917770732084279,2.8903717578961645,3.332204510175204,3.3603753871419,3.490428515390098,3.3568971227655755,4.001863709427935,3.8394523125933104,3.5115454388310208,3.563882963939251,3.8133070324889884,3.55820113047182,4.229749199228304,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5153,0,5.730099782973574,4.624972813284271,2.9444389791664403,4.732683506287051,4.604169685654508,0,0.5966362801791014,3.9684033388642534,3.9318256327243257,2.797281334830153,2.833213344056216,3.3068867021909143,3.4011973816621555,3.3214324131932926,3.1484533605716547,3.960813169597578,3.949318790171843,3.58351893845611,3.5085558999826545,3.6635616461296463,3.6506582412937387,4.241326752570746,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5155,0,5.726847747587197,4.543294782270004,3.367295829986474,4.752727750345706,4.627909672957581,0,0.5928294840450784,4.007333185232471,3.927896354584436,2.803360380906535,2.856470206220483,3.3603753871419,3.3178157727231046,3.6888794541139363,3.4531571205928664,4.055257173514054,3.9852734671677386,3.5115454388310208,3.4242626545931514,3.543853682063679,3.624340932976365,4.2456340097683265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5157,0,5.723585101952381,4.624972813284271,2.8903717578961645,4.751000634199631,4.627909672957581,0,0.5912805541563748,3.9982007016691985,3.933784497209659,2.8273136219290276,2.8213788864092133,3.3357695763397,3.3978584803966405,3.4995332823830174,3.529297384289471,4.00369019395397,3.929862923556477,3.594568774642695,3.5467396869528134,3.632309102625542,3.5779478934066544,4.279440045898781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
