,Elite 8,Rk,Seed,Win,AdjOE,AdjDE,AdjOD,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,Conf_A10,Conf_ACC,Conf_AE,Conf_ASun,Conf_Amer,Conf_B10,Conf_B12,Conf_BE,Conf_BSky,Conf_BSth,Conf_BW,Conf_CAA,Conf_CUSA,Conf_Horz,Conf_Ind,Conf_Ivy,Conf_MAAC,Conf_MAC,Conf_MEAC,Conf_MVC,Conf_MWC,Conf_NEC,Conf_OVC,Conf_P12,Conf_Pat,Conf_SB,Conf_SC,Conf_SEC,Conf_SWAC,Conf_Slnd,Conf_Sum,Conf_WAC,Conf_WCC
5159,0,5.720311776607412,4.624972813284271,3.1780538303479458,4.72384171570559,4.603168183317418,0,0.5885641403675055,4.027135812528651,3.883623530906448,2.9496883350525844,2.9601050959108397,3.370738174177447,3.374168709274236,3.349904087274605,3.586292865338835,4.023564380161053,3.8607297110405954,3.6375861597263857,3.5263605246161616,3.751854253275325,3.6712245188752153,4.209160236650682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5161,0,5.717027701406222,4.624972813284271,2.833213344056216,4.724729421045731,4.605170185988092,0,0.58761998434502,3.914021008090819,3.9219733362813143,2.856470206220483,2.833213344056216,3.493472657771326,3.4011973816621555,3.490428515390098,3.4242626545931514,3.893859034800475,3.9160150266976834,3.5610460826040513,3.5380565643793527,3.4965075614664802,3.594568774642695,4.278054044290903,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5163,0,5.713732805509369,4.5217885770490405,3.1780538303479458,4.6549122778829055,4.535820107853298,0,0.5871197759144152,3.903990833730882,3.8628327612373745,2.6390573296152584,3.0155349008501706,3.2809112157876537,3.370738174177447,3.269568939183719,3.288401887516811,3.8543938925915096,3.8753590210565547,3.6054978451748854,3.449987545831587,3.5145260669691587,3.703768066607687,4.11414718951828,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5165,0,5.71042701737487,4.499809670330265,3.4339872044851463,4.720282993088596,4.603168183317418,0,0.585227838340451,3.9589065913269965,3.845883202923601,2.9338568698359038,3.0349529867072724,3.55820113047182,3.4404180948154366,3.8649313978942956,3.55820113047182,3.9721769282478934,3.817712325956905,3.5409593240373143,3.4995332823830174,3.6136169696133895,3.5610460826040513,4.238444906195857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5167,0,5.707110264748875,4.624972813284271,2.995732273553991,4.71492104994721,4.603168183317418,0,0.5798104952209419,3.9473901492654373,3.8918202981106265,2.928523523860541,3.0204248861443626,3.5553480614894135,3.4965075614664802,3.3945083935113587,3.6788291182604347,3.8732821771117156,3.86702563949741,3.655839600035736,3.5409593240373143,3.6913763343125234,3.6136169696133895,4.136765278106052,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5169,0,5.703782474656201,4.624972813284271,3.1780538303479458,4.7086288943563215,4.598145571051127,0,0.5788019787750849,4.02535169073515,3.9219733362813143,2.8791984572980396,3.0349529867072724,3.40452517175483,3.2308043957334744,3.1986731175506815,3.6609942506244004,4.053522567701846,3.8979240810486444,3.586292865338835,3.563882963939251,3.716008121502189,3.6584202466292277,4.220977213155467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5171,0,5.700443573390687,4.624972813284271,2.8903717578961645,4.678420647727684,4.56746831880408,0,0.5785216547186419,3.8877303128591016,3.8897773964808264,2.9444389791664403,3.0633909220278057,3.5234150143864045,3.32862668882732,3.6428355156125294,3.7013019741124933,3.8815637979434374,3.8480176754522337,3.502549875922443,3.5553480614894135,3.6082115510464816,3.703768066607687,4.244200317766478,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5173,0,5.697093486505405,4.624972813284271,3.044522437723423,4.728272383122075,4.619073091157083,0,0.5768942237356953,3.9512437185814275,3.8753590210565547,2.8622008809294686,2.9806186357439426,3.6712245188752153,3.475067230228611,3.3945083935113587,3.5553480614894135,3.9396381724611196,3.8628327612373745,3.5751506887855933,3.4995332823830174,3.6000482404073204,3.634951112088381,4.22829253473184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5175,0,5.6937321388027,4.624972813284271,2.833213344056216,4.673762977453703,4.565389315976247,0,0.5754891370917129,3.8649313978942956,3.8649313978942956,2.917770732084279,2.9856819377004897,3.487375077903208,3.40452517175483,3.7328963395307104,3.5409593240373143,3.9080149840306073,3.8437441646748516,3.3978584803966405,3.520460802488973,3.6506582412937387,3.4372078191851885,4.197201947661808,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5177,0,5.69035945432406,4.624972813284271,2.995732273553991,4.690430029938915,4.582924577040772,0,0.5749828222093035,3.9357395320454622,3.86702563949741,3.100092288878234,2.833213344056216,3.5085558999826545,3.449987545831587,3.6712245188752153,3.529297384289471,3.9684033388642534,3.86702563949741,3.490428515390098,3.4719664525503626,3.742420221041966,3.629660094453965,4.22683374526818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5179,0,5.68697535633982,4.624972813284271,2.772588722239781,4.71492104994721,4.607168188650764,0,0.5743636445699783,3.9646154555473165,3.9357395320454622,2.9391619220655967,2.9856819377004897,3.4011973816621555,3.502549875922443,3.543853682063679,3.484312288372662,3.9454577815143836,3.879499813722586,3.597312260588446,3.624340932976365,3.629660094453965,3.6838669122903918,4.238444906195857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5181,0,5.683579767338681,4.624972813284271,3.044522437723423,4.730039168033961,4.623010104116422,0,0.5743073366784125,3.9569963710708773,3.9852734671677386,2.8273136219290276,3.0492730404820207,3.2228678461377385,3.490428515390098,3.55820113047182,3.3178157727231046,3.9684033388642534,3.9926809084456005,3.5380565643793527,3.5751506887855933,3.5467396869528134,3.6375861597263857,4.275276264727001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5183,0,5.680172609017068,4.624972813284271,3.091042453358316,4.729156165769083,4.623991940228679,0,0.5716572829722353,3.9646154555473165,3.9318256327243257,2.8449093838194073,2.928523523860541,3.4210000089583352,3.4781584227982836,3.5322256440685598,3.4210000089583352,3.975936331171799,3.949318790171843,3.5467396869528134,3.5115454388310208,3.572345637857985,3.696351468952637,4.1956970564823886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5185,0,5.676753802268282,4.624972813284271,3.044522437723423,4.706823839714591,4.602165676967792,0,0.5714878919326164,3.927896354584436,3.927896354584436,2.8390784635086144,2.8390784635086144,3.3357695763397,3.449987545831587,3.6270040503958487,3.4111477125153233,3.912023005428146,3.927896354584436,3.5553480614894135,3.529297384289471,3.7184382563554808,3.6428355156125294,4.2456340097683265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5187,0,5.673323267171493,4.499809670330265,3.4965075614664802,4.725616339063959,4.622027303054514,0,0.5708100406950023,4.005513348515485,3.8753590210565547,2.766319109226186,3.0301337002713233,3.490428515390098,3.3568971227655755,3.580737295494233,3.586292865338835,4.00369019395397,3.903990833730882,3.6109179126442243,3.4242626545931514,3.6584202466292277,3.597312260588446,4.2612704335380815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5189,0,5.66988092298052,4.624972813284271,2.833213344056216,4.711330381816482,4.611152257665639,0,0.5669601803095607,3.937690752176724,3.9357395320454622,2.8154087194227095,3.077312260546414,3.3250360206965914,3.502549875922443,3.591817741270805,3.6189933266497696,3.9415818076696905,3.979681653901961,3.5380565643793527,3.4436180975461075,3.6938669956249757,3.520460802488973,4.2612704335380815,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5192,0,5.666426688112432,4.624972813284271,3.044522437723423,4.735320870453137,4.635699391022914,0,0.5654842490697896,3.979681653901961,3.9415818076696905,2.791165107812717,2.8154087194227095,3.342861804649192,3.3068867021909143,3.258096538021482,3.370738174177447,3.9589065913269965,3.92395157629342,3.616308761279101,3.572345637857985,3.6712245188752153,3.6584202466292277,4.219507705176107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5194,0,5.662960480135946,4.624972813284271,2.995732273553991,4.743191483885466,4.645351975620923,0,0.5634370490372002,4.009149716158869,3.9396381724611196,2.928523523860541,2.833213344056216,3.456316680883235,3.3945083935113587,3.5751506887855933,3.4210000089583352,4.018183201256536,3.910021002757473,3.597312260588446,3.6082115510464816,3.6913763343125234,3.449987545831587,4.213607983048918,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5196,0,5.659482215759621,4.51085950651685,3.258096538021482,4.68213122712422,4.584967478670572,0,0.5624118752374241,3.9318256327243257,3.901972669574645,2.91235066461494,3.005682604407159,3.427514689979529,3.4436180975461075,3.5115454388310208,3.58351893845611,3.919991175077323,3.912023005428146,3.5524868292083815,3.490428515390098,3.6913763343125234,3.648057459593681,4.206184043977636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5198,0,5.655991810819852,4.624972813284271,3.044522437723423,4.741447804280639,4.6443908991413725,0,0.5620129125351442,3.955082494888593,3.9357395320454622,2.8154087194227095,2.9496883350525844,3.4372078191851885,3.616308761279101,3.586292865338835,3.505557396986398,3.9160150266976834,3.9318256327243257,3.6270040503958487,3.5496173867804286,3.586292865338835,3.6375861597263857,4.21803603456465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5200,0,5.652489180268651,4.624972813284271,3.1780538303479458,4.68213122712422,4.589040804058207,0,0.5580145065684488,3.983413001514819,3.8691155044168695,2.624668592163159,2.89591193827178,2.9069010598473755,3.3178157727231046,3.353406717825807,3.3178157727231046,3.966511190712216,3.86702563949741,3.616308761279101,3.4781584227982836,3.594568774642695,3.730501128804756,4.215086179918229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5202,0,5.648974238161206,4.624972813284271,2.8903717578961645,4.715816706075155,4.623010104116422,0,0.5579000311519194,3.937690752176724,3.9740583963475986,2.856470206220483,3.077312260546414,3.3843902633457743,3.520460802488973,3.632309102625542,3.7376696182833684,3.960813169597578,3.9627161197436642,3.487375077903208,3.594568774642695,3.484312288372662,3.6686767467964168,4.276666119016055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5204,0,5.645446897643238,4.624972813284271,3.2188758248682006,4.6913478822291435,4.599152113662528,0,0.5570983360966694,3.966511190712216,3.86702563949741,2.954910279033736,2.8735646395797834,3.3603753871419,3.32862668882732,3.58351893845611,3.55820113047182,3.949318790171843,3.8649313978942956,3.591817741270805,3.475067230228611,3.8110970868381857,3.686376323895818,4.197201947661808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5206,0,5.641907070938114,4.624972813284271,2.995732273553991,4.709530201312334,4.617098756853365,0,0.5570410475629537,3.9721769282478934,3.912023005428146,2.917770732084279,2.766319109226186,3.32862668882732,3.4242626545931514,3.655839600035736,3.484312288372662,3.996364153861897,3.879499813722586,3.5085558999826545,3.563882963939251,3.3603753871419,3.742420221041966,4.242764567340374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5208,0,5.638354669333745,4.624972813284271,3.258096538021482,4.7140245909001735,4.624972813284271,0,0.5525623997460717,3.966511190712216,3.8897773964808264,2.8094026953624978,2.970414465569701,3.374168709274236,3.449987545831587,3.6584202466292277,3.572345637857985,3.9219733362813143,3.8958936234982624,3.629660094453965,3.481240089335692,3.768152635008444,3.6609942506244004,4.23410650459726,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5210,0,5.634789603169249,4.624972813284271,2.772588722239781,4.715816706075155,4.626931677769604,0,0.5516988169755705,3.983413001514819,3.9512437185814275,2.9014215940827497,2.8678989020441064,3.391147045808654,3.3843902633457743,3.242592351485517,3.1484533605716547,3.9627161197436642,3.970291913552122,3.6136169696133895,3.535145354171894,3.7232808808312687,3.8522730010223722,4.2456340097683265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5212,0,5.631211781821365,4.624972813284271,2.8903717578961645,4.716711560720999,4.628886712605407,0,0.5513531749420586,3.975936331171799,3.9259259105971376,2.975529566236472,2.954910279033736,3.456316680883235,3.4781584227982836,3.6712245188752153,3.5467396869528134,3.960813169597578,3.919991175077323,3.6027767550605247,3.5409593240373143,3.653252276470785,3.7471483622379123,4.2626798770413155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5214,0,5.627621113690637,4.499809670330265,3.4339872044851463,4.718498871295094,4.630837932736669,0,0.5500847977181076,4.01096295328305,3.8979240810486444,2.70805020110221,3.173878458937465,3.493472657771326,3.4531571205928664,3.716008121502189,3.5467396869528134,3.9740583963475986,3.8628327612373745,3.681351187693145,3.5380565643793527,3.5409593240373143,3.883623530906448,4.197201947661808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5216,0,5.6240175061873385,4.624972813284271,2.833213344056216,4.6913478822291435,4.605170185988092,0,0.5491035849759681,3.8628327612373745,3.933784497209659,2.8622008809294686,2.9496883350525844,3.4307561839036995,3.3775875160230218,3.6054978451748854,3.6054978451748854,3.832979798087693,3.9259259105971376,3.535145354171894,3.5467396869528134,3.4372078191851885,3.765840495250065,4.162003210695915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5218,0,5.62040086571715,4.48863636973214,3.4011973816621555,4.7318028369214575,4.645351975620923,0,0.5488148096700253,4.056988775678332,3.9415818076696905,2.9338568698359038,3.122364924487357,3.4372078191851885,3.493472657771326,3.616308761279101,3.6454498961866,4.02535169073515,3.937690752176724,3.7013019741124933,3.5496173867804286,3.742420221041966,3.708682081410116,4.301358731606427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5220,0,5.616771097666572,4.624972813284271,3.1354942159291497,4.726502471155617,4.641502115235482,0,0.547022539077809,3.9852734671677386,3.9318256327243257,2.9444389791664403,3.0007198150650303,3.5380565643793527,3.543853682063679,3.6189933266497696,3.4210000089583352,3.9871304779149512,3.9180050771056933,3.58351893845611,3.5553480614894135,3.686376323895818,3.7773481021015445,4.286341384539473,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5222,0,5.6131281063880705,4.624972813284271,3.1780538303479458,4.660604892876192,4.576770711466393,0,0.5454589076603413,3.960813169597578,3.858622228701031,2.975529566236472,2.9338568698359038,3.349904087274605,3.265759410767051,3.5380565643793527,3.624340932976365,3.9512437185814275,3.8022081394209395,3.580737295494233,3.55820113047182,3.7256934272366524,3.6082115510464816,4.244200317766478,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5224,0,5.60947179518496,4.624972813284271,3.2188758248682006,4.69866052907543,4.616110126026426,0,0.5441830274199869,3.966511190712216,3.858622228701031,2.8735646395797834,2.91235066461494,3.4781584227982836,3.3463891451671604,3.5553480614894135,3.5890591188317256,3.9627161197436642,3.8199077165203406,3.580737295494233,3.5496173867804286,3.3568971227655755,3.4468078929142076,4.241326752570746,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5226,0,5.605802066295998,4.48863636973214,3.1780538303479458,4.7086288943563215,4.625952725170619,0,0.5438928274701865,3.9721769282478934,3.9396381724611196,2.72785282839839,2.8449093838194073,3.3603753871419,3.2268439945173775,3.3603753871419,3.414442608412176,3.9684033388642534,3.919991175077323,3.58351893845611,3.56953269648137,3.594568774642695,3.7495040759303713,4.188138441508461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5228,0,5.602118820879701,4.624972813284271,3.1354942159291497,4.692264892839025,4.61015772749913,0,0.5436025432799277,3.9435216724875173,3.8416005411316,2.9856819377004897,2.9231615807191558,3.5496173867804286,3.367295829986474,3.7612001156935624,3.4965075614664802,3.912023005428146,3.784189633918261,3.6027767550605247,3.5409593240373143,3.572345637857985,3.6216707044204863,4.2017030805426,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5230,0,5.598421958998375,4.624972813284271,3.091042453358316,4.713127327493184,4.631812116934513,0,0.5431379132332371,3.9889840465642745,3.912023005428146,2.8622008809294686,2.9231615807191558,3.40452517175483,3.40452517175483,3.391147045808654,3.391147045808654,3.9889840465642745,3.903990833730882,3.5890591188317256,3.5263605246161616,3.8877303128591016,3.7727609380946383,4.239886867512759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5232,0,5.594711379601839,4.624972813284271,3.044522437723423,4.720282993088596,4.638604962074329,0,0.5425568219274443,3.9435216724875173,3.901972669574645,2.833213344056216,2.990719731730447,3.624340932976365,3.4372078191851885,3.6054978451748854,3.6788291182604347,3.9815490680767565,3.8815637979434374,3.475067230228611,3.5409593240373143,3.586292865338835,3.673765816303888,4.239886867512759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5234,0,5.5909869805108565,4.624972813284271,3.2188758248682006,4.751000634199631,4.670021158307708,0,0.5417427264007121,4.018183201256536,3.970291913552122,2.5649493574615367,2.884800712846709,3.214867803470662,3.246490991901174,3.3775875160230218,3.261935314328648,4.051784947803305,3.9982007016691985,3.5890591188317256,3.5322256440685598,3.9415818076696905,3.6913763343125234,4.194189897191817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5236,0,5.58724865840025,4.624972813284271,3.044522437723423,4.700480365792417,4.622027303054514,0,0.5385380623325264,3.970291913552122,3.8918202981106265,2.9496883350525844,2.856470206220483,3.487375077903208,3.3463891451671604,3.629660094453965,3.490428515390098,3.975936331171799,3.828641396489095,3.563882963939251,3.5779478934066544,3.6506582412937387,3.751854253275325,4.1728476237100445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5238,0,5.583496308781699,4.48863636973214,3.332204510175204,4.743191483885466,4.66814498514948,0,0.5332718125958207,3.9740583963475986,3.955082494888593,2.72785282839839,2.8449093838194073,3.5467396869528134,3.3105430133940246,3.339321977944068,3.4111477125153233,3.979681653901961,3.9473901492654373,3.5751506887855933,3.56953269648137,3.8691155044168695,3.634951112088381,4.26689632742025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5240,0,5.579729825986222,4.624972813284271,3.332204510175204,4.678420647727684,4.60816569496789,0,0.5270925962298626,3.983413001514819,3.8372994592322094,2.785011242238338,2.740840023925201,3.414442608412176,3.3603753871419,3.484312288372662,3.077312260546414,4.005513348515485,3.8066624897703196,3.5322256440685598,3.4995332823830174,3.481240089335692,3.5145260669691587,4.219507705176107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5243,0,5.575949103146316,4.624972813284271,3.044522437723423,4.705015520957808,4.636668853047462,0,0.5241366378256631,4.02535169073515,3.9531649487593215,2.8735646395797834,2.856470206220483,3.091042453358316,3.349904087274605,3.4436180975461075,3.332204510175204,4.0163830207523885,3.9740583963475986,3.6428355156125294,3.5263605246161616,3.758871825933971,3.708682081410116,4.280824129164719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5245,0,5.572154032177765,4.624972813284271,2.70805020110221,4.709530201312334,4.642465970731788,0,0.5217062148622025,4.012772908528289,3.9684033388642534,2.9338568698359038,2.803360380906535,3.186352633162641,3.342861804649192,3.3877743613300146,3.269568939183719,4.000033882750859,3.949318790171843,3.634951112088381,3.6027767550605247,3.7400477406883357,3.653252276470785,4.258445572902527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5247,0,5.568344503761097,4.624972813284271,2.833213344056216,4.709530201312334,4.6434288981051814,0,0.5211125316341262,3.9415818076696905,3.9396381724611196,2.8507065015037334,2.7788192719904172,3.265759410767051,3.427514689979529,3.835141961092188,3.6888794541139363,3.966511190712216,3.933784497209659,3.490428515390098,3.5524868292083815,3.5234150143864045,3.55820113047182,4.272490747605575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
